parameter_cd,parameter_nm,keep
65110,"Deltamethrin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
65111,"Fenpropathrin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
65112,"Phenothrin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
65113,"Resmethrin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
65114,"tau-Fluvalinate, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66584,"3,4-Dichloroaniline, water, filtered, recoverable, nanograms per liter",Y
66585,"3,4-Dichloroaniline, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66586,"Allethrin, water, filtered, recoverable, nanograms per liter",Y
66588,"Allethrin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66591,"Azoxystrobin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66593,"Cyproconazole, water, filtered, recoverable, nanograms per liter",Y
66595,"Cyproconazole, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66606,"Fipronil, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66609,"Desulfinylfipronil, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66612,"Fipronil sulfide, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66615,"Fipronil sulfone, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66617,"Iprodione, water, filtered, recoverable, nanograms per liter",Y
66618,"Iprodione, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66622,"Metconazole, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66623,"Methoprene, water, filtered, recoverable, nanograms per liter",Y
66625,"Methoprene, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66634,"Myclobutanil, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66637,"Pentachloroanisole, water, filtered, recoverable, nanograms per liter",Y
66639,"Pentachloronitrobenzene, water, filtered, recoverable, nanograms per liter",Y
66642,"Propanil, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66645,"Propiconazole, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66648,"Pyraclostrobin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66650,"Tebuconazole, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66656,"Tetraconazole, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66657,"Tetramethrin, water, filtered, recoverable, nanograms per liter",Y
66659,"Tetramethrin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
66662,"Trifloxystrobin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67161,"Thiabendazole, water, filtered, recoverable, nanograms per liter",Y
67536,"3,5-Dichloroaniline, water, filtered, recoverable, nanograms per liter",Y
67538,"3,5-Dichloroaniline, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67550,"Boscalid, water, filtered, recoverable, nanograms per liter",Y
67552,"Boscalid, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67562,"Clomazone, water, filtered, recoverable, nanograms per liter",Y
67564,"Clomazone, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67574,"Cyprodinil, water, filtered, recoverable, nanograms per liter",Y
67576,"Cyprodinil, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67582,"Difenoconazole, water, filtered, recoverable, nanograms per liter",Y
67584,"Difenoconazole, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67604,"Etofenprox, water, filtered, recoverable, nanograms per liter",Y
67606,"Etofenprox, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67609,"Famoxadone, water, filtered, recoverable, nanograms per liter",Y
67611,"Famoxadone, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67613,"Fenarimol, water, filtered, recoverable, nanograms per liter",Y
67615,"Fenarimol, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67618,"Fenbuconazole, water, filtered, recoverable, nanograms per liter",Y
67620,"Fenbuconazole, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67622,"Fenhexamid, water, filtered, recoverable, nanograms per liter",Y
67624,"Fenhexamid, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67636,"Fluazinam, water, filtered, recoverable, nanograms per liter",Y
67638,"Fluazinam, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67640,"Fludioxonil, water, filtered, recoverable, nanograms per liter",Y
67642,"Fludioxonil, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67645,"Fluoxastrobin, water, filtered, recoverable, nanograms per liter",Y
67647,"Fluoxastrobin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67649,"Flusilazole, water, filtered, recoverable, nanograms per liter",Y
67651,"Flusilazole, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67653,"Flutriafol, water, filtered, recoverable, nanograms per liter",Y
67655,"Flutriafol, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67662,"Imazalil, water, filtered, recoverable, nanograms per liter",Y
67664,"Imazalil, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67672,"Kresoxim-methyl, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67708,"Propyzamide, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67717,"Pyrimethanil, water, filtered, recoverable, nanograms per liter",Y
67719,"Pyrimethanil, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67731,"Tefluthrin, water, filtered, recoverable, nanograms per liter",Y
67733,"Tefluthrin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67741,"Triadimefon, water, filtered, recoverable, nanograms per liter",Y
67743,"Triadimefon, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67746,"Triadimenol, water, filtered, recoverable, nanograms per liter",Y
67748,"Triadimenol, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67753,"Triflumizole, water, filtered, recoverable, nanograms per liter",Y
67755,"Triflumizole, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67758,"Triticonazole, water, filtered, recoverable, nanograms per liter",Y
67760,"Triticonazole, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67765,"Vinclozolin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
67768,"Zoxamide, water, filtered, recoverable, nanograms per liter",Y
67770,"Zoxamide, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68221,"Clothianidin, water, filtered, recoverable, nanograms per liter",Y
68245,"Thiamethoxam, water, filtered, recoverable, nanograms per liter",Y
68302,"Acetamiprid, water, filtered, recoverable, nanograms per liter",Y
68322,"Captan, water, filtered, recoverable, nanograms per liter",Y
68324,"Captan, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68354,"Cyhalothrin (all isomers), water, filtered, recoverable, nanograms per liter",Y
68356,"Cyhalothrin (all isomers), bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68360,"Cyhalofop butyl, water, filtered, recoverable, nanograms per liter",Y
68373,"Dimethomorph, water, filtered, recoverable, nanograms per liter",Y
68375,"Dimethomorph, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68379,"Dinotefuran, water, filtered, recoverable, nanograms per liter",Y
68439,"Metalaxyl, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68485,"Thiacloprid, water, filtered, recoverable, nanograms per liter",Y
68655,"Novaluron, water, filtered, recoverable, nanograms per liter",Y
68876,"2-Chloro-2',6'-diethylacetanilide, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68878,"Benfluralin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68880,"Butralin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68882,"Coumaphos, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68884,"Cyhalofop butyl, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68886,"Dithiopyr, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68888,"Fenpyroximate, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68891,"Desulfinylfipronil amide, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68893,"Flufenacet, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68895,"Flumetralin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68897,"Flutolanil, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68899,"Indoxacarb, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68901,"Novaluron, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68903,"Oxadiazon, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68905,"Prodiamine, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68907,"Propargite, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68909,"Pyridaben, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68911,"Tebupirimfos oxygen analog, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68913,"Tebupirimfos, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68915,"Tetradifon, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68917,"Thiazopyr, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
68919,"Triallate, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
72005,"Sample source, code",N
77146,"p-Cresol, water, unfiltered, recoverable, micrograms per liter",Y
77223,"Isopropylbenzene, water, unfiltered, recoverable, micrograms per liter",Y
77571,"Carbazole, water, unfiltered, recoverable, micrograms per liter",Y
78688,"Prometryn, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
81404,"Chlorpyrifos, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
81436,"Caffeine, water, unfiltered, recoverable, micrograms per liter",Y
81696,"1-Methylnaphthalene, water, unfiltered, recoverable, micrograms per liter",Y
82402,"Prometon, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
82612,"Metolachlor, water, unfiltered, recoverable, micrograms per liter",Y
90851,"Trihalomethanes, water, unfiltered, minimum summation, micrograms per liter",Y
91741,"Caffeine-d9, surrogate, water, filtered, percent recovery",Y
99585,"Decafluorobiphenyl, surrogate, NWQL schedule/labcode 2033/8033, water, filtered, percent recovery",Y
99586,"Fluoranthene-d10, surrogate, NWQL schedule/labcode 2033/8033, water, filtered, percent recovery",Y
99587,"Sample volume, NWQL wastewater method, water, filtered, milliliters",Y
99963,"Sample volume, NWQL schedule 4433 and labcode 8033 (WWWW), milliliters",Y
905,"Noncarbonate hardness, water, filtered, lab, milligrams per liter as calcium carbonate",Y
29801,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate",Y
31648,"Escherichia coli, m-TEC MF method, water, colonies per 100 milliliters",Y
31649,"Enterococci, m-E MF method, water, colony forming units per 100 milliliters",Y
49274,"Titanium, bed sediment smaller than 62.5 microns, wet sieved (native water), field, recoverable, dry weight, percent",Y
50009,"Alachlor sulfonic acid, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
50468,"Escherichia coli, defined substrate test method (DSTM), water, most probable number per 100 milliliters",Y
61029,"Acetochlor sulfonic acid, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
61030,"Acetochlor oxanilic acid, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
61031,"Alachlor oxanilic acid, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
61043,"Metolachlor sulfonic acid, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
61044,"Metolachlor oxanilic acid, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
61951,"Dimethenamid sulfonic acid, water, filtered, recoverable, micrograms per liter",Y
61952,"Flufenacet sulfonic acid, water, filtered, recoverable, micrograms per liter",Y
62482,"Dimethenamid oxanilic acid, water, filtered, recoverable, micrograms per liter",Y
62483,"Flufenacet oxanilic acid, water, filtered, recoverable, micrograms per liter",Y
80282,"Bed sediment, fall diameter (deionized water), percent smaller than 0.016 millimeters",Y
80283,"Bed sediment, fall diameter (deionized water), percent smaller than 0.031 millimeters",Y
80293,"Bed sediment, fall diameter (deionized water), percent smaller than 0.008 millimeters",Y
80294,"Bed sediment, fall diameter (deionized water), percent smaller than 0.002 millimeters",Y
90854,"DDT plus degradates, biota, whole organism, minimum summation, wet weight, micrograms per kilogram",Y
99807,"Set number, NWQL schedule 1331",N
71835,"Oxygen consumed, water, filtered, milligrams per liter",Y
71840,"Oxygen consumed, water, unfiltered, milligrams per liter",Y
50285,"Methylmercury, water, filtered, recoverable, nanograms per liter",Y
50287,"Mercury, water, filtered, nanograms per liter",Y
62976,"Mercury, suspended sediment, total, nanograms per liter",Y
62977,"Methylmercury, suspended sediment, total, nanograms per liter",Y
9,"Location in cross section, distance from left bank looking downstream, feet",N
99133,"Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen",Y
63041,"delta oxygen-18/oxygen-16 of nitrate, water, filtered, per mil",Y
82082,"delta hydrogen-2/hydrogen-1, water, unfiltered, per mil",Y
82085,"delta oxygen-18/oxygen-16, water, unfiltered, per mil",Y
82690,"delta nitrogen-15/nitrogen-14 of nitrate, water, filtered, per mil",Y
39024,"Propazine, water, unfiltered, recoverable, micrograms per liter",Y
39030,"Trifluralin, water, unfiltered, recoverable, micrograms per liter",Y
39034,"p,p'-Ethyl-DDD, water, unfiltered, recoverable, micrograms per liter",Y
39054,"Simetryn, water, unfiltered, recoverable, micrograms per liter",Y
39055,"Simazine, water, unfiltered, recoverable, micrograms per liter",Y
39057,"Prometryn, water, unfiltered, recoverable, micrograms per liter",Y
39388,"alpha-Endosulfan, water, unfiltered, recoverable, micrograms per liter",Y
39755,"Mirex, water, unfiltered, recoverable, micrograms per liter",Y
77825,"Alachlor, water, unfiltered, recoverable, micrograms per liter",Y
81757,"Cyanazine, water, unfiltered, recoverable, micrograms per liter",Y
82184,"Ametryn, water, unfiltered, recoverable, micrograms per liter",Y
82611,"Metribuzin, water, unfiltered, recoverable, micrograms per liter",Y
96197,,N
96226,,N
96227,,N
96326,,N
96387,,N
96388,,N
96454,,N
96708,,N
98075,,N
98093,,N
99445,"Carbonate, water, unfiltered, inflection-point titration method (incremental titration method), field, milligrams per liter",Y
7012,"Tritium in water molecules, tritium units",Y
7013,"Tritium in water molecules counting error, tritium units",Y
9503,"Radium-226, water, filtered, picocuries per liter",Y
9511,"Radium-226, water, filtered, radon method, picocuries per liter",Y
80020,"Uranium, water, filtered, extraction fluorometric method, micrograms per liter",Y
340,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",Y
550,"Oil and grease, water, unfiltered, recoverable, milligrams per liter",Y
4036,"Prometryn, water, filtered, recoverable, micrograms per liter",Y
4038,"2-Chloro-6-ethylamino-4-amino-s-triazine, water, filtered, recoverable, micrograms per liter",Y
30210,"Depth to water level, below land surface datum (LSD), meters",Y
32230,"Chlorophyll a, phytoplankton, spectrophotometric method, uncorrected, micrograms per liter",Y
32231,"Chlorophyll b, phytoplankton, spectrophotometric method, micrograms per liter",Y
38401,"Ametryn, water, filtered, recoverable, micrograms per liter",Y
38535,"Propazine, water, filtered, recoverable, micrograms per liter",Y
49425,"Pentachlorophenol, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
70954,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",Y
72015,"Depth to top of sample interval, feet below land surface datum",N
72016,"Depth to bottom of sample interval, feet below land surface datum",N
72019,"Depth to water level, feet below land surface",N
80156,"Total sediment discharge, short tons per day",Y
99898,"Sample login ID, Ocala Laboratory, number",N
99899,"Julian date sample logged into the Ocala Laboratory, yyddd",N
71865,"Iodide, water, filtered, milligrams per liter",Y
449,"Bicarbonate, water, unfiltered, inflection-point titration method (incremental titration method), laboratory, milligrams per liter",Y
1047,"Iron(II), water, filtered, micrograms per liter",Y
1,"Location in cross section, distance from right bank looking upstream, feet",N
1008,"Barium, bed sediment, recoverable, dry weight, milligrams per kilogram",Y
1098,"Antimony, bed sediment, total digestion, dry weight, milligrams per kilogram",Y
1153,"Titanium, bed sediment, total digestion, dry weight, milligrams per kilogram",Y
1375,"Aluminum, bed sediment, total digestion, dry weight, milligrams per kilogram",Y
1376,"Barium, bed sediment, total digestion, dry weight, milligrams per kilogram",Y
1377,"Beryllium, bed sediment, total digestion, dry weight, milligrams per kilogram",Y
1378,"Cadmium, bed sediment, total digestion, dry weight, milligrams per kilogram",Y
1379,"Chromium, bed sediment, total digestion, dry weight, milligrams per kilogram",Y
1380,"Cobalt, bed sediment, total digestion, dry weight, milligrams per kilogram",Y
1381,"Copper, bed sediment, total digestion, dry weight, milligrams per kilogram",Y
30241,"Inorganic carbon, bed sediment, dry weight, percent",Y
30243,"Organic carbon, bed sediment, dry weight, percent",Y
30272,"Lead, bed sediment, dry weight, milligrams per kilogram",Y
30274,"Lithium, bed sediment, dry weight, milligrams per kilogram",Y
30278,"Manganese, bed sediment, dry weight, milligrams per kilogram",Y
30280,"Mercury, bed sediment, dry weight, milligrams per kilogram",Y
30283,"Molybdenum, bed sediment, dry weight, milligrams per kilogram",Y
30287,"Nickel, bed sediment, dry weight, milligrams per kilogram",Y
30289,"Niobium, bed sediment, dry weight, milligrams per kilogram",Y
30297,"Scandium, bed sediment, dry weight, milligrams per kilogram",Y
30301,"Silver, bed sediment, dry weight, milligrams per kilogram",Y
30305,"Strontium, bed sediment, dry weight, milligrams per kilogram",Y
30309,"Tantalum, bed sediment, dry weight, milligrams per kilogram",Y
30312,"Thorium, bed sediment, dry weight, milligrams per kilogram",Y
30320,"Uranium, bed sediment, dry weight, milligrams per kilogram",Y
30322,"Vanadium, bed sediment, dry weight, milligrams per kilogram",Y
30327,"Yttrium, bed sediment, dry weight, milligrams per kilogram",Y
30329,"Zinc, bed sediment, dry weight, milligrams per kilogram",Y
32002,"Sample volume, milliliters",N
32101,"Bromodichloromethane, water, unfiltered, recoverable, micrograms per liter",Y
32102,"Tetrachloromethane, water, unfiltered, recoverable, micrograms per liter",Y
32103,"1,2-Dichloroethane, water, unfiltered, recoverable, micrograms per liter",Y
32105,"Dibromochloromethane, water, unfiltered, recoverable, micrograms per liter",Y
32106,"Trichloromethane, water, unfiltered, recoverable, micrograms per liter",Y
34010,"Toluene, water, unfiltered, recoverable, micrograms per liter",Y
34030,"Benzene, water, unfiltered, recoverable, micrograms per liter",Y
34301,"Chlorobenzene, water, unfiltered, recoverable, micrograms per liter",Y
34371,"Ethylbenzene, water, unfiltered, recoverable, micrograms per liter",Y
34386,"Hexachlorocyclopentadiene, water, unfiltered, recoverable, micrograms per liter",Y
34413,"Bromomethane, water, unfiltered, recoverable, micrograms per liter",Y
34418,"Chloromethane, water, unfiltered, recoverable, micrograms per liter",Y
34423,"Dichloromethane, water, unfiltered, recoverable, micrograms per liter",Y
34447,"Nitrobenzene, water, unfiltered, recoverable, micrograms per liter",Y
34480,"Thallium, bed sediment, total digestion, dry weight, milligrams per kilogram",Y
34496,"1,1-Dichloroethane, water, unfiltered, recoverable, micrograms per liter",Y
34501,"1,1-Dichloroethene, water, unfiltered, recoverable, micrograms per liter",Y
34506,"1,1,1-Trichloroethane, water, unfiltered, recoverable, micrograms per liter",Y
34511,"1,1,2-Trichloroethane, water, unfiltered, recoverable, micrograms per liter",Y
34536,"1,2-Dichlorobenzene, water, unfiltered, recoverable, micrograms per liter",Y
34541,"1,2-Dichloropropane, water, unfiltered, recoverable, micrograms per liter",Y
34546,"trans-1,2-Dichloroethene, water, unfiltered, recoverable, micrograms per liter",Y
34551,"1,2,4-Trichlorobenzene, water, unfiltered, recoverable, micrograms per liter",Y
34699,"trans-1,3-Dichloropropene, water, unfiltered, recoverable, micrograms per liter",Y
34704,"cis-1,3-Dichloropropene, water, unfiltered, recoverable, micrograms per liter",Y
39175,"Vinyl chloride, water, unfiltered, recoverable, micrograms per liter",Y
39180,"Trichloroethene, water, unfiltered, recoverable, micrograms per liter",Y
45013,"Isopropyl acetate, water, unfiltered, recoverable, micrograms per liter",Y
45028,"Chlorodifluoromethane, water, unfiltered, recoverable, micrograms per liter",Y
49538,"1,1-Difluoroethane, water, unfiltered, recoverable, micrograms per liter",Y
50284,"Methylmercury, water, unfiltered, recoverable, nanograms per liter",Y
50286,"Mercury, water, unfiltered, nanograms per liter",Y
50624,"Absorbance, 254 nm, water, filtered, absorbance units per centimeter",Y
50985,"1,2-Dichloro-1,1,2,2-tetrafluoroethane, water, unfiltered, recoverable, micrograms per liter",Y
62174,"2,2-Dichloro-1,1,1-trifluoroethane, water, unfiltered, recoverable, micrograms per liter",Y
62359,"Pheophytin a, periphyton, milligrams per square meter",Y
62456,"Calcium, bed sediment, dry weight, milligrams per kilogram",Y
62457,"Potassium, bed sediment, dry weight, milligrams per kilogram",Y
62458,"Magnesium, bed sediment, dry weight, milligrams per kilogram",Y
62459,"Sodium, bed sediment, dry weight, milligrams per kilogram",Y
62463,"Carbon [inorganic plus organic], bed sediment, dry weight, percent",Y
62465,"Bismuth, bed sediment, dry weight, milligrams per kilogram",Y
62466,"Cerium, bed sediment, dry weight, milligrams per kilogram",Y
62468,"Gallium, bed sediment, dry weight, milligrams per kilogram",Y
62470,"Lanthanum, bed sediment, dry weight, milligrams per kilogram",Y
62475,"Rubidium, bed sediment, dry weight, milligrams per kilogram",Y
62477,"Cesium, bed sediment, dry weight, milligrams per kilogram",Y
62597,"Sample weight, PAH method, bed sediment, grams",Y
62649,"Aminomethylphosphonic acid, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
62721,"Glufosinate, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
62722,"Glyphosate, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
62835,"Isobutyl alcohol-d6, surrogate, water, unfiltered, percent recovery",Y
63162,"Specific UV Absorbance, 254 nm, water, filtered, 1 cm path length, calculated, liter per (milligram of dissolved organic carbon * meter)",Y
63610,"Benzo[a]anthracene, solids, recoverable, dry weight, micrograms per kilogram",Y
63631,"Hexachlorobenzene, solids, recoverable, dry weight, micrograms per kilogram",Y
63650,"Pentachloronitrobenzene, solids, recoverable, dry weight, micrograms per kilogram",Y
64095,"1,2,4-Trichlorobenzene, solids, recoverable, dry weight, micrograms per kilogram",Y
64097,"1,2-Dimethylnaphthalene, solids, recoverable, dry weight, micrograms per kilogram",Y
64099,"1,6-Dimethylnaphthalene, solids, recoverable, dry weight, micrograms per kilogram",Y
64100,"1-Methyl-9H-fluorene, solids, recoverable, dry weight, micrograms per kilogram",Y
64101,"1-Methylphenanthrene, solids, recoverable, dry weight, micrograms per kilogram",Y
64102,"1-Methylpyrene, solids, recoverable, dry weight, micrograms per kilogram",Y
64103,"2,3,6-Trimethylnaphthalene, solids, recoverable, dry weight, micrograms per kilogram",Y
64104,"2-Ethylnaphthalene, solids, recoverable, dry weight, micrograms per kilogram",Y
64105,"2-Methylanthracene, solids, recoverable, dry weight, micrograms per kilogram",Y
64106,"4H-Cyclopenta[def]phenanthrene, solids, recoverable, dry weight, micrograms per kilogram",Y
64107,"9H-Fluorene, solids, recoverable, dry weight, micrograms per kilogram",Y
64108,"Acenaphthene, solids, recoverable, dry weight, micrograms per kilogram",Y
64109,"Acenaphthylene, solids, recoverable, dry weight, micrograms per kilogram",Y
64111,"Benzo[b]fluoranthene, solids, recoverable, dry weight, micrograms per kilogram",Y
64112,"Benzo[e]pyrene, solids, recoverable, dry weight, micrograms per kilogram",Y
64113,"Benzo[ghi]perylene, solids, recoverable, dry weight, micrograms per kilogram",Y
64114,"Benzo[k]fluoranthene, solids, recoverable, dry weight, micrograms per kilogram",Y
64115,"Chrysene, solids, recoverable, dry weight, micrograms per kilogram",Y
64116,"Dibenzo[a,h]anthracene, solids, recoverable, dry weight, micrograms per kilogram",Y
64117,"Dibenzothiophene, solids, recoverable, dry weight, micrograms per kilogram",Y
64118,"Indeno[1,2,3-cd]pyrene, solids, recoverable, dry weight, micrograms per kilogram",Y
64119,"Pentachloroanisole, solids, recoverable, dry weight, micrograms per kilogram",Y
64120,"Perylene, solids, recoverable, dry weight, micrograms per kilogram",Y
64121,"Phenanthridine, solids, recoverable, dry weight, micrograms per kilogram",Y
68066,"1-Methoxy-4-(2-propenyl)benzene, water, unfiltered, recoverable, micrograms per liter",Y
68680,"Pymetrozine, water, filtered, recoverable, nanograms per liter",Y
68726,"1,3-Butadiene, water, unfiltered, recoverable, micrograms per liter",Y
68728,"2-Ethoxyethyl acetate, water, unfiltered, recoverable, micrograms per liter",Y
68729,"2-Propen-1-ol, water, unfiltered, recoverable, micrograms per liter",Y
68730,"alpha-Terpineol, water, unfiltered, recoverable, micrograms per liter",Y
68732,"Butanal, water, unfiltered, recoverable, micrograms per liter",Y
68733,"trans-Crotonaldehyde, water, unfiltered, recoverable, micrograms per liter",Y
69052,"Bed sediment, sieve diameter, percent smaller than 25 millimeters",Y
76997,"Acetonitrile, water, unfiltered, recoverable, micrograms per liter",Y
77032,"Methyl acetate, water, unfiltered, recoverable, micrograms per liter",Y
77034,"1-Butanol, water, unfiltered, recoverable, micrograms per liter",Y
77035,"tert-Butyl alcohol, water, unfiltered, recoverable, micrograms per liter",Y
77041,"Carbon disulfide, water, unfiltered, micrograms per liter",Y
77061,"n-Pentanal, water, unfiltered, recoverable, micrograms per liter",Y
77076,"2-Nitropropane, water, unfiltered, recoverable, micrograms per liter",Y
77093,"cis-1,2-Dichloroethene, water, unfiltered, recoverable, micrograms per liter",Y
77113,"4-Methyl-2-pentanol, water, unfiltered, recoverable, micrograms per liter",Y
77119,"Dichlorofluoromethane, water, unfiltered, recoverable, micrograms per liter",Y
77128,"Styrene, water, unfiltered, recoverable, micrograms per liter",Y
77135,"o-Xylene, water, unfiltered, recoverable, micrograms per liter",Y
77179,"5-Methyl-2-hexanone, water, unfiltered, recoverable, micrograms per liter",Y
77201,"2-Methylpropyl acetate, water, unfiltered, recoverable, micrograms per liter",Y
77222,"1,2,4-Trimethylbenzene, water, unfiltered, recoverable, micrograms per liter",Y
77224,"n-Propylbenzene, water, unfiltered, recoverable, micrograms per liter",Y
77297,"Bromochloromethane, water, unfiltered, recoverable, micrograms per liter",Y
77310,"1-Octanol, water, unfiltered, recoverable, micrograms per liter",Y
77323,"1,2,3,4-Tetrahydronaphthalene, water, unfiltered, recoverable, micrograms per liter",Y
77350,"sec-Butylbenzene, water, unfiltered, recoverable, micrograms per liter",Y
77419,"2,6-Dimethyl-4-heptanone, water, unfiltered, recoverable, micrograms per liter",Y
77443,"1,2,3-Trichloropropane, water, unfiltered, recoverable, micrograms per liter",Y
77548,"Chloropicrin, water, unfiltered, recoverable, micrograms per liter",Y
77562,"1,1,1,2-Tetrachloroethane, water, unfiltered, recoverable, micrograms per liter",Y
77651,"1,2-Dibromoethane, water, unfiltered, recoverable, micrograms per liter",Y
78032,"Methyl tert-butyl ether, water, unfiltered, recoverable, micrograms per liter",Y
78200,"N-Nitrosodiethylamine, water, unfiltered, recoverable, micrograms per liter",Y
80165,"Bed sediment, sieve diameter, percent smaller than 0.125 millimeters",N
80166,"Bed sediment, sieve diameter, percent smaller than 0.25 millimeters",N
80167,"Bed sediment, sieve diameter, percent smaller than 0.5 millimeters",N
80168,"Bed sediment, sieve diameter, percent smaller than 1 millimeter",N
80169,"Bed sediment, sieve diameter, percent smaller than 2 millimeters",N
80336,"1,1-Dichloro-2-propanone, water, unfiltered, recoverable, micrograms per liter",Y
81563,"Butane, water, unfiltered, recoverable, micrograms per liter",Y
81578,"Dimethoxymethane, water, unfiltered, recoverable, micrograms per liter",Y
81582,"1,4-Dioxane, water, unfiltered, recoverable, micrograms per liter",Y
81583,"1,3-Dioxolane, water, unfiltered, recoverable, micrograms per liter",Y
81585,"Ethyl acetate, water, unfiltered, recoverable, micrograms per liter",Y
81590,"Hexane, water, unfiltered, recoverable, micrograms per liter",Y
